order_id,order_date,ship_date,customer_id,customer_name,segment,country,city,state,region,product_id,category,sub_category,product_name,quantity,discount,sales,profit
ORD-100514,2025-01-31,2025-02-02,CU-10141,Charles Taylor,Consumer,United States,Las Vegas,Nevada,West,PRD-FUR-8769,Furniture,Chairs,Chairs Pro 700,4,0.2,684.76,0.51
ORD-100515,2024-02-18,2024-02-23,CU-10078,Jessica Smith,Corporate,United States,Newark,New Jersey,East,PRD-TEC-9255,Technology,Accessories,Accessories Advanced 474,8,0.4,3275.44,194.9
ORD-100516,2023-02-14,2023-02-16,CU-10140,Mary Johnson,Home Office,United States,Portland,Oregon,West,PRD-FUR-7393,Furniture,Tables,Tables Executive 606,9,0.3,4975.22,652.99
ORD-100517,2025-03-31,2025-04-05,CU-10139,Mary Hernandez,Consumer,United States,Seattle,Washington,West,PRD-TEC-5855,Technology,Machines,Machines Pro 909,9,0.15,6206.87,1714.57
ORD-100518,2024-07-03,2024-07-08,CU-10060,Robert Wilson,Home Office,United States,Seattle,Washington,West,PRD-FUR-5079,Furniture,Bookcases,Bookcases Pro 754,3,0.0,2552.22,436.96
ORD-100519,2024-03-06,2024-03-11,CU-10059,Susan Lee,Corporate,United States,Pittsburgh,Pennsylvania,East,PRD-FUR-4592,Furniture,Bookcases,Bookcases Standard 518,10,0.0,3006.61,787.63
ORD-100520,2024-07-26,2024-07-28,CU-10131,Richard Smith,Home Office,United States,Buffalo,New York,East,PRD-OFF-4796,Office Supplies,Labels,Labels Deluxe 936,8,0.3,201.1,-14.52
ORD-100521,2025-06-07,2025-06-10,CU-10075,Jennifer Jackson,Consumer,United States,Orlando,Florida,South,PRD-OFF-3911,Office Supplies,Paper,Paper Standard 293,10,0.0,888.9,4.52
ORD-100522,2025-03-18,2025-03-24,CU-10096,David Smith,Corporate,United States,Newark,New Jersey,East,PRD-FUR-1339,Furniture,Furnishings,Furnishings Executive 202,9,0.0,1500.28,58.42
ORD-100523,2023-08-14,2023-08-21,CU-10006,James Williams,Consumer,United States,Newark,New Jersey,East,PRD-OFF-2392,Office Supplies,Paper,Paper Pro 911,1,0.2,13.78,3.81
ORD-100524,2024-02-19,2024-02-21,CU-10245,Susan Martin,Corporate,United States,Savannah,Georgia,South,PRD-OFF-5861,Office Supplies,Paper,Paper Deluxe 157,9,0.0,694.45,-68.47
ORD-100525,2023-07-30,2023-08-04,CU-10212,Michael Wilson,Consumer,United States,Los Angeles,California,West,PRD-FUR-2841,Furniture,Furnishings,Furnishings Executive 250,6,0.3,2549.65,493.06
ORD-100526,2025-10-04,2025-10-06,CU-10056,Jessica Williams,Corporate,United States,San Francisco,California,West,PRD-FUR-7967,Furniture,Bookcases,Bookcases Elite 469,2,0.2,1298.0,194.45
ORD-100527,2023-11-04,2023-11-10,CU-10154,David Rodriguez,Corporate,United States,Columbus,Ohio,Central,PRD-OFF-7399,Office Supplies,Storage,Storage Basic 930,2,0.0,208.19,2.11
ORD-100528,2025-07-03,2025-07-09,CU-10244,Elizabeth Miller,Home Office,United States,Buffalo,New York,East,PRD-OFF-7782,Office Supplies,Paper,Paper Elite 430,3,0.3,103.48,9.38
ORD-100529,2024-11-13,2024-11-15,CU-10125,Sarah Smith,Home Office,United States,Memphis,Tennessee,South,PRD-TEC-4853,Technology,Copiers,Copiers Deluxe 493,2,0.1,1598.26,322.12
ORD-100530,2025-01-10,2025-01-11,CU-10104,Linda Rodriguez,Consumer,United States,Pittsburgh,Pennsylvania,East,PRD-FUR-4679,Furniture,Chairs,Chairs Advanced 469,3,0.3,631.03,-18.14
ORD-100531,2023-04-25,2023-05-01,CU-10070,Thomas Garcia,Home Office,United States,Jersey City,New Jersey,East,PRD-FUR-6984,Furniture,Furnishings,Furnishings Advanced 155,2,0.0,1226.67,-165.49
ORD-100532,2023-10-17,2023-10-18,CU-10125,Sarah Smith,Consumer,United States,Buffalo,New York,East,PRD-FUR-1216,Furniture,Furnishings,Furnishings Standard 866,9,0.2,4635.21,333.67
ORD-100533,2024-08-10,2024-08-11,CU-10079,Patricia Lopez,Home Office,United States,New York City,New York,East,PRD-FUR-9222,Furniture,Chairs,Chairs Executive 952,7,0.15,3736.11,1156.61
ORD-100534,2024-09-18,2024-09-24,CU-10116,David Brown,Consumer,United States,Savannah,Georgia,South,PRD-TEC-8674,Technology,Copiers,Copiers Standard 860,4,0.0,2475.29,639.32
ORD-100535,2025-09-04,2025-09-07,CU-10207,Mary Taylor,Corporate,United States,Atlanta,Georgia,South,PRD-TEC-5623,Technology,Copiers,Copiers Deluxe 376,2,0.2,1886.81,-256.56
ORD-100536,2023-11-30,2023-12-05,CU-10054,Barbara Davis,Corporate,United States,Newark,New Jersey,East,PRD-FUR-6154,Furniture,Tables,Tables Pro 346,5,0.4,366.85,-46.65
ORD-100537,2023-07-10,2023-07-13,CU-10004,Robert Martin,Home Office,United States,Cleveland,Ohio,Central,PRD-FUR-9250,Furniture,Bookcases,Bookcases Executive 843,6,0.3,3686.65,1099.56
ORD-100538,2023-07-26,2023-07-31,CU-10076,Thomas Smith,Home Office,United States,Worcester,Massachusetts,East,PRD-FUR-3307,Furniture,Bookcases,Bookcases Standard 255,8,0.1,841.97,246.02
ORD-100539,2023-11-26,2023-12-01,CU-10264,Patricia Anderson,Corporate,United States,Detroit,Michigan,Central,PRD-OFF-9151,Office Supplies,Storage,Storage Executive 140,7,0.0,837.59,111.78
ORD-100540,2023-07-19,2023-07-26,CU-10007,Michael Davis,Corporate,United States,Portland,Oregon,West,PRD-FUR-8548,Furniture,Furnishings,Furnishings Advanced 273,5,0.0,936.26,-107.14
ORD-100541,2024-06-12,2024-06-16,CU-10131,Richard Smith,Home Office,United States,Atlanta,Georgia,South,PRD-OFF-9396,Office Supplies,Binders,Binders Advanced 979,5,0.0,517.78,36.46
ORD-100542,2024-10-04,2024-10-07,CU-10042,Linda Johnson,Home Office,United States,Memphis,Tennessee,South,PRD-FUR-2195,Furniture,Chairs,Chairs Deluxe 816,9,0.0,510.76,68.99
ORD-100543,2024-04-01,2024-04-05,CU-10236,David Wilson,Corporate,United States,Pittsburgh,Pennsylvania,East,PRD-TEC-6385,Technology,Copiers,Copiers Elite 187,3,0.3,2913.98,-146.47
ORD-100544,2023-05-13,2023-05-16,CU-10175,Sarah Jones,Consumer,United States,Savannah,Georgia,South,PRD-OFF-7230,Office Supplies,Art,Art Pro 658,3,0.0,65.2,22.42
ORD-100545,2023-05-08,2023-05-15,CU-10185,William Garcia,Consumer,United States,Nashville,Tennessee,South,PRD-FUR-8396,Furniture,Chairs,Chairs Executive 376,5,0.3,2066.17,-225.51
ORD-100546,2025-05-09,2025-05-14,CU-10109,Jessica Anderson,Consumer,United States,Chicago,Illinois,Central,PRD-OFF-8156,Office Supplies,Storage,Storage Basic 268,4,0.0,212.79,70.82
ORD-100547,2024-12-27,2025-01-02,CU-10292,Michael Anderson,Home Office,United States,Tampa,Florida,South,PRD-FUR-2861,Furniture,Chairs,Chairs Standard 431,6,0.4,223.41,63.04
ORD-100548,2025-04-12,2025-04-15,CU-10266,Thomas Thomas,Home Office,United States,Boston,Massachusetts,East,PRD-OFF-4541,Office Supplies,Labels,Labels Elite 137,4,0.0,106.32,16.0
ORD-100549,2024-12-13,2024-12-15,CU-10097,Charles Jackson,Consumer,United States,Pittsburgh,Pennsylvania,East,PRD-OFF-7977,Office Supplies,Storage,Storage Elite 816,8,0.2,367.61,97.08
ORD-100550,2025-12-07,2025-12-14,CU-10171,James Jackson,Corporate,United States,Jersey City,New Jersey,East,PRD-OFF-2625,Office Supplies,Paper,Paper Standard 655,7,0.3,500.71,83.65
ORD-100551,2023-06-29,2023-07-06,CU-10053,Charles Wilson,Consumer,United States,Buffalo,New York,East,PRD-OFF-8448,Office Supplies,Labels,Labels Elite 748,8,0.3,546.98,-24.1
ORD-100552,2025-02-19,2025-02-20,CU-10100,Robert Johnson,Corporate,United States,Orlando,Florida,South,PRD-OFF-7794,Office Supplies,Art,Art Pro 483,4,0.15,121.64,32.75
ORD-100553,2024-05-09,2024-05-10,CU-10212,Michael Wilson,Consumer,United States,New York City,New York,East,PRD-OFF-7444,Office Supplies,Labels,Labels Advanced 443,3,0.3,250.27,-13.43
ORD-100554,2023-04-16,2023-04-23,CU-10295,Richard Taylor,Home Office,United States,Savannah,Georgia,South,PRD-FUR-7422,Furniture,Furnishings,Furnishings Advanced 629,3,0.0,1265.37,209.7
ORD-100555,2024-06-16,2024-06-23,CU-10283,David Hernandez,Consumer,United States,Portland,Oregon,West,PRD-FUR-1414,Furniture,Chairs,Chairs Executive 111,10,0.0,1800.91,244.74
ORD-100556,2023-09-25,2023-09-29,CU-10183,Mary Smith,Corporate,United States,Seattle,Washington,West,PRD-FUR-2694,Furniture,Tables,Tables Executive 888,5,0.0,3051.85,516.35
ORD-100557,2023-08-16,2023-08-20,CU-10062,Joseph Moore,Corporate,United States,Jersey City,New Jersey,East,PRD-FUR-8971,Furniture,Chairs,Chairs Elite 606,6,0.0,4954.87,281.8
ORD-100558,2023-06-06,2023-06-08,CU-10214,Robert Rodriguez,Consumer,United States,Raleigh,North Carolina,South,PRD-FUR-8928,Furniture,Bookcases,Bookcases Pro 282,10,0.2,4692.25,1627.6
ORD-100559,2023-01-11,2023-01-13,CU-10267,Mary Jackson,Home Office,United States,Houston,Texas,Central,PRD-FUR-3073,Furniture,Chairs,Chairs Standard 321,6,0.1,796.88,-86.29
ORD-100560,2024-07-02,2024-07-05,CU-10246,Karen Hernandez,Home Office,United States,San Francisco,California,West,PRD-TEC-5605,Technology,Accessories,Accessories Classic 863,8,0.15,9434.35,-599.27
ORD-100561,2025-03-15,2025-03-16,CU-10298,Susan Jackson,Home Office,United States,Chicago,Illinois,Central,PRD-OFF-6782,Office Supplies,Art,Art Classic 533,10,0.3,691.79,44.73
ORD-100562,2025-02-04,2025-02-10,CU-10032,Joseph Lopez,Home Office,United States,Atlanta,Georgia,South,PRD-OFF-2878,Office Supplies,Labels,Labels Executive 400,10,0.2,633.49,31.14
ORD-100563,2024-01-04,2024-01-11,CU-10165,John Lopez,Consumer,United States,Savannah,Georgia,South,PRD-FUR-4502,Furniture,Tables,Tables Advanced 480,3,0.0,2137.76,445.51
ORD-100564,2025-08-11,2025-08-16,CU-10164,Thomas Rodriguez,Corporate,United States,San Francisco,California,West,PRD-TEC-7909,Technology,Machines,Machines Deluxe 205,9,0.0,11977.85,1640.66
ORD-100565,2025-06-10,2025-06-13,CU-10163,Sarah Miller,Corporate,United States,Seattle,Washington,West,PRD-OFF-1348,Office Supplies,Binders,Binders Basic 531,2,0.3,34.55,-1.1
ORD-100566,2024-08-06,2024-08-07,CU-10294,James Martin,Consumer,United States,Worcester,Massachusetts,East,PRD-OFF-6665,Office Supplies,Binders,Binders Pro 445,1,0.15,13.55,-0.17
ORD-100567,2025-03-30,2025-03-31,CU-10284,Sarah Williams,Corporate,United States,Detroit,Michigan,Central,PRD-OFF-1170,Office Supplies,Art,Art Classic 969,2,0.1,203.1,-25.61
ORD-100568,2023-10-12,2023-10-13,CU-10165,John Lopez,Consumer,United States,Atlanta,Georgia,South,PRD-FUR-6395,Furniture,Bookcases,Bookcases Pro 804,1,0.15,230.12,-25.88
ORD-100569,2025-02-16,2025-02-19,CU-10087,Jennifer Rodriguez,Consumer,United States,Las Vegas,Nevada,West,PRD-OFF-5596,Office Supplies,Paper,Paper Executive 752,8,0.4,312.01,56.36
ORD-100570,2024-10-21,2024-10-28,CU-10247,Joseph Thomas,Corporate,United States,San Francisco,California,West,PRD-TEC-9103,Technology,Phones,Phones Advanced 671,4,0.0,1394.17,-156.74
ORD-100571,2023-05-04,2023-05-06,CU-10006,James Williams,Consumer,United States,Reno,Nevada,West,PRD-OFF-3523,Office Supplies,Binders,Binders Advanced 313,10,0.15,544.86,111.29
ORD-100572,2025-10-30,2025-10-31,CU-10066,David Brown,Corporate,United States,Eugene,Oregon,West,PRD-TEC-2755,Technology,Machines,Machines Executive 292,2,0.0,990.73,-75.65
ORD-100573,2023-08-14,2023-08-16,CU-10008,Thomas Lee,Consumer,United States,Savannah,Georgia,South,PRD-OFF-9227,Office Supplies,Labels,Labels Classic 460,5,0.1,307.28,-22.95
ORD-100574,2025-06-01,2025-06-06,CU-10170,Karen Moore,Corporate,United States,Worcester,Massachusetts,East,PRD-FUR-9087,Furniture,Chairs,Chairs Executive 849,7,0.15,1278.31,146.73
ORD-100575,2025-11-28,2025-12-02,CU-10055,John Moore,Consumer,United States,Newark,New Jersey,East,PRD-FUR-2659,Furniture,Chairs,Chairs Pro 689,5,0.3,885.33,40.68
ORD-100576,2024-03-26,2024-04-01,CU-10137,Michael Johnson,Consumer,United States,Atlanta,Georgia,South,PRD-OFF-4909,Office Supplies,Storage,Storage Basic 851,1,0.4,37.72,8.28
ORD-100577,2023-12-15,2023-12-18,CU-10035,William Williams,Corporate,United States,Spokane,Washington,West,PRD-FUR-1159,Furniture,Chairs,Chairs Classic 538,6,0.0,406.22,77.02
ORD-100578,2024-12-22,2024-12-26,CU-10298,Susan Jackson,Corporate,United States,Boston,Massachusetts,East,PRD-FUR-2638,Furniture,Chairs,Chairs Pro 680,5,0.0,3800.28,903.05
ORD-100579,2024-09-15,2024-09-22,CU-10171,James Jackson,Home Office,United States,Memphis,Tennessee,South,PRD-OFF-9508,Office Supplies,Art,Art Basic 473,8,0.4,218.65,-20.47
ORD-100580,2023-02-12,2023-02-14,CU-10210,Elizabeth Davis,Corporate,United States,Spokane,Washington,West,PRD-FUR-9927,Furniture,Tables,Tables Executive 468,4,0.0,2730.84,908.62
ORD-100581,2025-07-09,2025-07-14,CU-10089,Susan Miller,Corporate,United States,Cleveland,Ohio,Central,PRD-TEC-8455,Technology,Copiers,Copiers Basic 416,4,0.0,2190.99,146.2
ORD-100582,2024-12-11,2024-12-14,CU-10056,Jessica Williams,Corporate,United States,Boston,Massachusetts,East,PRD-TEC-1670,Technology,Machines,Machines Basic 738,9,0.15,3580.02,-509.09
ORD-100583,2024-03-21,2024-03-24,CU-10063,William Jackson,Consumer,United States,Worcester,Massachusetts,East,PRD-OFF-5434,Office Supplies,Storage,Storage Pro 151,5,0.0,530.27,173.31
ORD-100584,2023-10-20,2023-10-26,CU-10100,Robert Johnson,Consumer,United States,Orlando,Florida,South,PRD-FUR-6091,Furniture,Furnishings,Furnishings Advanced 354,7,0.15,2434.61,754.97
ORD-100585,2023-12-21,2023-12-26,CU-10223,David Anderson,Corporate,United States,Chicago,Illinois,Central,PRD-FUR-8158,Furniture,Furnishings,Furnishings Deluxe 408,5,0.0,613.79,23.31
ORD-100586,2023-07-16,2023-07-18,CU-10269,Joseph Jones,Corporate,United States,Raleigh,North Carolina,South,PRD-OFF-3303,Office Supplies,Art,Art Classic 530,7,0.3,538.73,-56.99
ORD-100587,2024-09-11,2024-09-18,CU-10124,Patricia Johnson,Consumer,United States,Springfield,Illinois,Central,PRD-OFF-5426,Office Supplies,Paper,Paper Executive 786,1,0.0,92.74,-9.99
ORD-100588,2023-08-08,2023-08-11,CU-10049,William Jones,Consumer,United States,Ann Arbor,Michigan,Central,PRD-FUR-6093,Furniture,Chairs,Chairs Deluxe 628,3,0.0,1583.23,0.71
ORD-100589,2023-01-14,2023-01-21,CU-10248,Joseph Miller,Consumer,United States,Los Angeles,California,West,PRD-FUR-2995,Furniture,Chairs,Chairs Elite 353,4,0.3,386.58,-47.23
ORD-100590,2024-09-06,2024-09-10,CU-10247,Joseph Thomas,Home Office,United States,Spokane,Washington,West,PRD-TEC-9956,Technology,Copiers,Copiers Elite 542,3,0.1,3339.62,-215.78
ORD-100591,2024-02-15,2024-02-19,CU-10245,Susan Martin,Home Office,United States,Columbus,Ohio,Central,PRD-OFF-5643,Office Supplies,Storage,Storage Basic 500,7,0.3,84.98,-6.45
ORD-100592,2025-07-25,2025-07-26,CU-10288,Robert Anderson,Corporate,United States,Tampa,Florida,South,PRD-FUR-9244,Furniture,Furnishings,Furnishings Pro 463,3,0.0,1343.16,38.78
ORD-100593,2024-03-07,2024-03-10,CU-10268,Linda Brown,Home Office,United States,Miami,Florida,South,PRD-FUR-8925,Furniture,Bookcases,Bookcases Advanced 570,3,0.3,601.84,-69.75
ORD-100594,2025-02-10,2025-02-14,CU-10092,Barbara Thomas,Home Office,United States,Springfield,Illinois,Central,PRD-TEC-8805,Technology,Accessories,Accessories Executive 169,1,0.0,385.97,38.49
ORD-100595,2024-10-24,2024-10-31,CU-10118,Michael Jackson,Home Office,United States,Los Angeles,California,West,PRD-OFF-1482,Office Supplies,Art,Art Elite 163,10,0.4,55.82,12.93
ORD-100596,2023-12-23,2023-12-26,CU-10055,John Moore,Home Office,United States,Nashville,Tennessee,South,PRD-TEC-9659,Technology,Machines,Machines Deluxe 358,8,0.0,2733.84,183.25
ORD-100597,2024-01-29,2024-01-30,CU-10298,Susan Jackson,Consumer,United States,New York City,New York,East,PRD-FUR-4399,Furniture,Chairs,Chairs Advanced 892,7,0.4,2238.81,-122.98
ORD-100598,2025-08-28,2025-09-02,CU-10180,Jessica Rodriguez,Corporate,United States,Chicago,Illinois,Central,PRD-OFF-9856,Office Supplies,Art,Art Elite 682,2,0.4,77.38,-2.69
ORD-100599,2024-11-08,2024-11-09,CU-10114,Mary Brown,Home Office,United States,Cleveland,Ohio,Central,PRD-OFF-1928,Office Supplies,Binders,Binders Standard 394,2,0.15,55.69,2.76
ORD-100600,2023-08-16,2023-08-21,CU-10241,Charles Martinez,Corporate,United States,Houston,Texas,Central,PRD-OFF-2194,Office Supplies,Storage,Storage Deluxe 442,1,0.0,67.92,-2.19
ORD-100601,2023-03-14,2023-03-17,CU-10036,Karen Garcia,Corporate,United States,Tampa,Florida,South,PRD-FUR-4731,Furniture,Bookcases,Bookcases Pro 206,1,0.4,283.26,0.48
ORD-100602,2023-02-13,2023-02-14,CU-10013,William Smith,Home Office,United States,Las Vegas,Nevada,West,PRD-OFF-2933,Office Supplies,Binders,Binders Executive 884,7,0.0,380.92,-35.12
ORD-100603,2025-01-23,2025-01-26,CU-10099,Linda Smith,Consumer,United States,Detroit,Michigan,Central,PRD-FUR-1244,Furniture,Chairs,Chairs Pro 332,7,0.0,4797.48,1657.38
ORD-100604,2024-05-26,2024-06-02,CU-10029,Elizabeth Williams,Corporate,United States,New York City,New York,East,PRD-FUR-8843,Furniture,Bookcases,Bookcases Pro 421,6,0.0,3372.32,516.17
ORD-100605,2023-09-08,2023-09-14,CU-10039,Richard Rodriguez,Corporate,United States,Philadelphia,Pennsylvania,East,PRD-TEC-5383,Technology,Accessories,Accessories Deluxe 554,5,0.1,2134.76,242.13
ORD-100606,2024-10-15,2024-10-21,CU-10277,William Davis,Corporate,United States,Buffalo,New York,East,PRD-TEC-4453,Technology,Copiers,Copiers Basic 180,4,0.15,2738.51,605.09
ORD-100607,2023-09-09,2023-09-12,CU-10072,Elizabeth Moore,Home Office,United States,Jersey City,New Jersey,East,PRD-OFF-7290,Office Supplies,Binders,Binders Pro 610,1,0.0,72.65,-8.73
ORD-100608,2025-10-11,2025-10-12,CU-10195,Barbara Johnson,Consumer,United States,Nashville,Tennessee,South,PRD-FUR-6508,Furniture,Furnishings,Furnishings Standard 775,7,0.2,2814.66,896.78
ORD-100609,2024-06-21,2024-06-28,CU-10110,Michael Brown,Corporate,United States,Pittsburgh,Pennsylvania,East,PRD-TEC-9501,Technology,Phones,Phones Elite 666,7,0.4,1960.38,121.38
ORD-100610,2024-06-16,2024-06-18,CU-10195,Barbara Johnson,Consumer,United States,Atlanta,Georgia,South,PRD-OFF-5104,Office Supplies,Storage,Storage Elite 355,9,0.15,540.66,16.68
ORD-100611,2023-01-26,2023-01-27,CU-10157,Richard Jones,Corporate,United States,Columbus,Ohio,Central,PRD-OFF-2303,Office Supplies,Binders,Binders Classic 109,8,0.1,333.02,18.08
ORD-100612,2024-07-20,2024-07-25,CU-10282,Linda Rodriguez,Consumer,United States,Dallas,Texas,Central,PRD-OFF-1630,Office Supplies,Storage,Storage Basic 989,8,0.0,619.91,-20.87
ORD-100613,2024-01-13,2024-01-19,CU-10259,Joseph Anderson,Home Office,United States,Charlotte,North Carolina,South,PRD-TEC-1732,Technology,Machines,Machines Pro 831,5,0.2,5100.6,613.2
ORD-100614,2024-04-25,2024-04-28,CU-10055,John Moore,Home Office,United States,Boston,Massachusetts,East,PRD-FUR-3344,Furniture,Tables,Tables Deluxe 433,10,0.3,2559.59,736.97
ORD-100615,2023-02-20,2023-02-23,CU-10184,David Jones,Corporate,United States,Ann Arbor,Michigan,Central,PRD-OFF-4464,Office Supplies,Labels,Labels Pro 264,6,0.0,671.91,-65.1
ORD-100616,2024-10-03,2024-10-08,CU-10260,Charles Miller,Home Office,United States,Springfield,Illinois,Central,PRD-FUR-2986,Furniture,Tables,Tables Executive 880,2,0.3,1206.66,144.18
ORD-100617,2025-12-16,2025-12-23,CU-10026,Barbara Martin,Corporate,United States,Memphis,Tennessee,South,PRD-FUR-2890,Furniture,Bookcases,Bookcases Deluxe 436,4,0.2,2333.3,522.88
ORD-100618,2024-05-08,2024-05-12,CU-10209,Joseph Lopez,Home Office,United States,Dallas,Texas,Central,PRD-TEC-5013,Technology,Phones,Phones Advanced 769,8,0.0,5258.66,1645.22
ORD-100619,2025-04-14,2025-04-20,CU-10299,Sarah Lee,Corporate,United States,Eugene,Oregon,West,PRD-OFF-8439,Office Supplies,Binders,Binders Elite 518,7,0.1,139.01,41.69
ORD-100620,2023-02-01,2023-02-03,CU-10061,Richard Lee,Home Office,United States,Raleigh,North Carolina,South,PRD-FUR-6805,Furniture,Tables,Tables Pro 953,7,0.3,344.67,104.14
ORD-100621,2023-09-19,2023-09-23,CU-10285,John Jones,Corporate,United States,Portland,Oregon,West,PRD-OFF-8138,Office Supplies,Labels,Labels Elite 839,1,0.3,77.62,12.84
ORD-100622,2024-08-15,2024-08-22,CU-10244,Elizabeth Miller,Consumer,United States,Seattle,Washington,West,PRD-FUR-9082,Furniture,Bookcases,Bookcases Classic 488,6,0.0,2536.79,-85.92
ORD-100623,2024-11-29,2024-11-30,CU-10288,Robert Anderson,Corporate,United States,Raleigh,North Carolina,South,PRD-OFF-5666,Office Supplies,Paper,Paper Standard 142,4,0.2,118.4,-11.87
ORD-100624,2023-12-06,2023-12-07,CU-10147,Linda Wilson,Consumer,United States,Ann Arbor,Michigan,Central,PRD-FUR-9334,Furniture,Bookcases,Bookcases Basic 720,2,0.1,1504.51,189.69
ORD-100625,2023-12-12,2023-12-13,CU-10020,Barbara Lee,Consumer,United States,San Francisco,California,West,PRD-OFF-2965,Office Supplies,Paper,Paper Basic 684,7,0.15,386.17,119.33
ORD-100626,2025-06-29,2025-07-03,CU-10252,Karen Hernandez,Corporate,United States,Houston,Texas,Central,PRD-TEC-5523,Technology,Phones,Phones Advanced 922,2,0.0,315.62,32.68
ORD-100627,2025-07-17,2025-07-23,CU-10262,Richard Davis,Corporate,United States,Philadelphia,Pennsylvania,East,PRD-FUR-7163,Furniture,Bookcases,Bookcases Deluxe 961,9,0.0,5507.65,-148.94
ORD-100628,2024-03-26,2024-04-01,CU-10100,Robert Johnson,Corporate,United States,Detroit,Michigan,Central,PRD-FUR-2102,Furniture,Furnishings,Furnishings Basic 234,4,0.1,2122.4,-314.97
ORD-100629,2025-10-01,2025-10-06,CU-10106,Sarah Jones,Home Office,United States,San Francisco,California,West,PRD-OFF-4799,Office Supplies,Labels,Labels Executive 746,10,0.0,451.01,130.32
ORD-100630,2024-08-21,2024-08-27,CU-10248,Joseph Miller,Home Office,United States,Memphis,Tennessee,South,PRD-OFF-6331,Office Supplies,Storage,Storage Elite 324,2,0.3,151.39,50.67
ORD-100631,2024-05-21,2024-05-27,CU-10217,David Smith,Corporate,United States,Jersey City,New Jersey,East,PRD-TEC-4847,Technology,Phones,Phones Advanced 813,7,0.4,3155.97,475.07
ORD-100632,2023-03-01,2023-03-04,CU-10137,Michael Johnson,Home Office,United States,Las Vegas,Nevada,West,PRD-OFF-4587,Office Supplies,Storage,Storage Advanced 521,7,0.0,377.29,-5.98
ORD-100633,2024-11-26,2024-12-02,CU-10023,Patricia Wilson,Consumer,United States,Ann Arbor,Michigan,Central,PRD-TEC-1345,Technology,Machines,Machines Deluxe 898,2,0.0,1056.08,343.37
ORD-100634,2025-02-15,2025-02-16,CU-10170,Karen Moore,Consumer,United States,Austin,Texas,Central,PRD-TEC-3644,Technology,Machines,Machines Advanced 648,4,0.1,2244.65,-11.01
ORD-100635,2025-02-04,2025-02-07,CU-10211,Linda Smith,Consumer,United States,Seattle,Washington,West,PRD-FUR-3025,Furniture,Chairs,Chairs Executive 910,8,0.1,618.79,-82.37
ORD-100636,2025-02-12,2025-02-18,CU-10205,William Garcia,Consumer,United States,Portland,Oregon,West,PRD-FUR-6114,Furniture,Furnishings,Furnishings Pro 115,9,0.3,3554.09,-187.86
ORD-100637,2024-10-24,2024-10-28,CU-10262,Richard Davis,Corporate,United States,Pittsburgh,Pennsylvania,East,PRD-FUR-8919,Furniture,Chairs,Chairs Basic 771,10,0.3,3154.83,411.7
ORD-100638,2024-08-05,2024-08-11,CU-10273,Karen Moore,Corporate,United States,Las Vegas,Nevada,West,PRD-TEC-4802,Technology,Copiers,Copiers Advanced 881,9,0.0,7991.33,388.97
ORD-100639,2025-07-04,2025-07-07,CU-10244,Elizabeth Miller,Consumer,United States,Pittsburgh,Pennsylvania,East,PRD-TEC-8758,Technology,Phones,Phones Elite 674,3,0.0,2731.33,-216.69
ORD-100640,2025-12-07,2025-12-13,CU-10290,Sarah Thomas,Corporate,United States,San Francisco,California,West,PRD-OFF-4427,Office Supplies,Storage,Storage Advanced 954,3,0.0,252.7,-4.02
ORD-100641,2025-09-27,2025-10-02,CU-10255,Michael Jones,Corporate,United States,Springfield,Illinois,Central,PRD-TEC-2990,Technology,Copiers,Copiers Elite 207,7,0.0,8032.4,883.32
ORD-100642,2023-12-07,2023-12-09,CU-10224,Karen Moore,Corporate,United States,Buffalo,New York,East,PRD-FUR-5441,Furniture,Furnishings,Furnishings Standard 866,9,0.15,3101.5,651.23
ORD-100643,2025-12-06,2025-12-09,CU-10190,Sarah Johnson,Home Office,United States,Spokane,Washington,West,PRD-TEC-8763,Technology,Machines,Machines Advanced 631,10,0.0,14074.94,-955.42
ORD-100644,2023-01-21,2023-01-24,CU-10213,David Rodriguez,Consumer,United States,Spokane,Washington,West,PRD-FUR-2093,Furniture,Bookcases,Bookcases Deluxe 304,2,0.4,608.49,89.59
ORD-100645,2024-12-18,2024-12-24,CU-10286,Linda Wilson,Consumer,United States,Portland,Oregon,West,PRD-OFF-3497,Office Supplies,Storage,Storage Executive 698,5,0.1,419.42,-46.67
ORD-100646,2023-07-30,2023-08-05,CU-10110,Michael Brown,Home Office,United States,Springfield,Illinois,Central,PRD-FUR-1043,Furniture,Tables,Tables Executive 438,10,0.4,4237.09,-192.14
ORD-100647,2024-04-19,2024-04-21,CU-10046,David Miller,Corporate,United States,Seattle,Washington,West,PRD-FUR-2921,Furniture,Bookcases,Bookcases Elite 153,3,0.2,1163.88,1.49
ORD-100648,2024-05-08,2024-05-13,CU-10201,Jennifer Garcia,Corporate,United States,Memphis,Tennessee,South,PRD-OFF-8163,Office Supplies,Labels,Labels Advanced 643,2,0.15,173.15,35.61
ORD-100649,2025-06-23,2025-06-27,CU-10128,Jessica Taylor,Consumer,United States,Worcester,Massachusetts,East,PRD-FUR-3932,Furniture,Bookcases,Bookcases Classic 889,6,0.1,3613.78,148.99
ORD-100650,2023-01-22,2023-01-24,CU-10226,Charles Miller,Home Office,United States,Chicago,Illinois,Central,PRD-OFF-7525,Office Supplies,Storage,Storage Elite 477,5,0.15,27.6,4.72
